Year,Type,Activity,Sex,Age,Fatality
2018.0,Invalid,Surfing,M,48,N
2018.0,Unprovoked,Surfing,M,,N
2018.0,Unprovoked,Swimming,M,18,Y
2018.0,Unprovoked,Swimming,M,10,N
2018.0,Unprovoked,Surfing,M,,N
2018.0,Unprovoked,Swimming,M,,N
2018.0,Unprovoked,Surfing,M,,N
2018.0,Unprovoked,Surfing,M,60,N
2018.0,Unprovoked,Surfing,M,,N
2018.0,Unprovoked,Swimming,M,54,N
2018.0,Unprovoked,Surfing,M,41,N
2018.0,Unprovoked,Surfing,M,37,N
2018.0,Unprovoked,Surfing,M,,N
2018.0,Unprovoked,Swimming,M,12,N
2018.0,Unprovoked,Surfing,M,19,N
2018.0,Unprovoked,Swimming,M,69,N
2018.0,Unprovoked,Surfing,M,18,N
2018.0,Unprovoked,Swimming,F,55,N
2018.0,Invalid,Swimming,F,,N
2018.0,Unprovoked,Snorkeling,M,45,N
2018.0,Unprovoked,Diving,M,,N
2018.0,Unprovoked,Surfing,M,20,N
2018.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Surfing,F,54,N
2017.0,Unprovoked,Surfing,F,35,N
2017.0,Unprovoked,Snorkeling,F,25,N
2017.0,Unprovoked,Surfing,F,14,N
2017.0,Unprovoked,Surfing,M,24,N
2017.0,Unprovoked,Surfing,M,25,N
2017.0,Unprovoked,Snorkeling,M,7,N
2017.0,Unprovoked,Surfing,M,31,N
2017.0,Unprovoked,Swimming,M,,N
2017.0,Unprovoked,Swimming,F,60,N
2017.0,Unprovoked,Swimming,M,,N
2017.0,Unprovoked,Surfing,M,54,N
2017.0,Unprovoked,Snorkeling,F,40,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Surfing,M,28,N
2017.0,Unprovoked,Surfing,M,18,N
2017.0,Unprovoked,Swimming,M,,N
2017.0,Unprovoked,Surfing,M,35,N
2017.0,Unprovoked,Surfing,M,42,N
2017.0,Unprovoked,Swimming,M,,N
2017.0,Unprovoked,Swimming,F,,N
2017.0,Unprovoked,Surfing,M,17,N
2017.0,Unprovoked,Surfing,M,37,N
2017.0,Unprovoked,Swimming,M,13,N
2017.0,Unprovoked,Snorkeling,F,20,N
2017.0,Unprovoked,Snorkeling,F,,N
2017.0,Unprovoked,Surfing,M,37,N
2017.0,Unprovoked,Swimming,F,,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Swimming,M,46,N
2017.0,Unprovoked,Surfing,F,13,N
2017.0,Unprovoked,Swimming,F,16,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Swimming,F,14,N
2017.0,Unprovoked,Swimming,M,82,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Surfing,F,,N
2017.0,Unprovoked,Surfing,M,19,N
2017.0,Unprovoked,Snorkeling,F,32,N
2017.0,Unprovoked,Snorkeling,M,33,Y
2017.0,Unprovoked,Swimming,F,,N
2017.0,Unprovoked,Surfing,M,14,N
2017.0,Unprovoked,Surfing,F,33,N
2017.0,Unprovoked,Snorkeling,F,40,N
2017.0,Unprovoked,Surfing,F,17,Y
2017.0,Unprovoked,Surfing,M,28,N
2017.0,Unprovoked,Surfing,M,17,N
2017.0,Unprovoked,Surfing,F,,N
2017.0,Unprovoked,Surfing,F,35,N
2017.0,Unprovoked,Swimming,F,21,N
2017.0,Unprovoked,Swimming,M,16,N
2017.0,Unprovoked,Swimming,F,51,N
2017.0,Unprovoked,Swimming,F,17,N
2017.0,Unprovoked,Surfing,M,58,N
2017.0,Unprovoked,Snorkeling,F,,N
2017.0,Unprovoked,Surfing,M,,N
2017.0,Unprovoked,Swimming,M,22,N
2017.0,Unprovoked,Swimming,M,21,N
2017.0,Unprovoked,Swimming,M,57,N
2017.0,Unprovoked,Surfing,M,48,N
2016.0,Unprovoked,Surfing,M,16,N
2016.0,Unprovoked,Snorkeling,F,,N
2016.0,Unprovoked,Surfing,M,65,N
2016.0,Unprovoked,Surfing,M,41,N
2016.0,Unprovoked,Surfing,M,42,N
2016.0,Unprovoked,Surfing,M,36,N
2016.0,Unprovoked,Surfing,M,36,N
2016.0,Unprovoked,Surfing,M,,N
2016.0,Unprovoked,Snorkeling,F,66,N
2016.0,Unprovoked,Surfing,M,25,N
2016.0,Unprovoked,Surfing,M,29,N
2016.0,Unprovoked,Surfing,M,21,N
2016.0,Unprovoked,Surfing,M,17,N
2016.0,Unprovoked,Surfing,M,16,N
2016.0,Unprovoked,Surfing,M,36,N
2016.0,Unprovoked,Surfing,M,43,N
2016.0,Unprovoked,Surfing,M,43,N
2016.0,Unprovoked,Surfing,M,,N
2016.0,Unprovoked,Surfing,M,,N
2016.0,Unprovoked,Swimming,F,51,N
2016.0,Unprovoked,Surfing,M,,N
2016.0,Unprovoked,Surfing,M,25,N
2016.0,Unprovoked,Surfing,M,37,N
2016.0,Unprovoked,Surfing,M,20,N
2016.0,Unprovoked,Snorkeling,M,15,N
2016.0,Unprovoked,Surfing,M,22,N
2016.0,Unprovoked,Swimming,M,40,N
2016.0,Unprovoked,Swimming,M,72,N
2016.0,Unprovoked,Surfing,M,18,N
2016.0,Unprovoked,Surfing,M,29,N
2016.0,Unprovoked,Surfing,M,36,N
2016.0,Unprovoked,Surfing,F,9,N
2016.0,Unprovoked,Swimming,M,,N
2016.0,Unprovoked,Swimming,F,42,N
2016.0,Unprovoked,Surfing,M,11,N
2016.0,Unprovoked,Surfing,M,,N
2016.0,Unprovoked,Swimming,M,64,N
2016.0,Unprovoked,Diving,F,60,Y
2016.0,Unprovoked,Swimming,M,23,N
2016.0,Unprovoked,Surfing,M,29,Y
2016.0,Unprovoked,Swimming,F,52,N
2016.0,Unprovoked,Swimming,M,13,N
2016.0,Unprovoked,Swimming,F,57,N
2016.0,Unprovoked,Swimming,F,22,N
2016.0,Unprovoked,Swimming,F,11,N
2016.0,Unprovoked,Swimming,M,48,N
2016.0,Unprovoked,Surfing,M,24,N
2016.0,Unprovoked,Surfing,M,15,N
2016.0,Unprovoked,Swimming,M,12,N
2016.0,Unprovoked,Snorkeling,F,46,N
2016.0,Unprovoked,Surfing,M,22,N
2016.0,Unprovoked,Surfing,M,41,N
2016.0,Unprovoked,Swimming,M,41,N
2016.0,Unprovoked,Swimming,M,41,N
2016.0,Unprovoked,Surfing,M,,N
2016.0,Unprovoked,Surfing,F,15,N
2016.0,Unprovoked,Surfing,M,,N
2015.0,Unprovoked,Swimming,F,38,N
2015.0,Unprovoked,Surfing,M,43,N
2015.0,Unprovoked,Snorkeling,M,55,N
2015.0,Unprovoked,Surfing,M,,N
2015.0,Unprovoked,Swimming,F,,N
2015.0,Unprovoked,Surfing,M,28,N
2015.0,Unprovoked,Surfing,M,20,N
2015.0,Unprovoked,Swimming,M,54,N
2015.0,Unprovoked,Surfing,M,42,N
2015.0,Unprovoked,Surfing,M,21,N
2015.0,Unprovoked,Surfing,M,21,N
2015.0,Unprovoked,Swimming,M,44,N
2015.0,Unprovoked,Surfing,M,25,N
2015.0,Unprovoked,Surfing,M,18,N
2015.0,Unprovoked,Surfing,M,14,N
2015.0,Unprovoked,Surfing,M,22,N
2015.0,Unprovoked,Snorkeling,F,7,N
2015.0,Unprovoked,Surfing,M,14,N
2015.0,Unprovoked,Swimming,M,,N
2015.0,Unprovoked,Surfing,M,20,N
2015.0,Unprovoked,Surfing,M,42,N
2015.0,Unprovoked,Surfing,F,54,N
2015.0,Unprovoked,Surfing,M,21,N
2015.0,Unprovoked,Surfing,M,38,N
2015.0,Unprovoked,Surfing,M,15,N
2015.0,Unprovoked,Surfing,M,52,N
2015.0,Unprovoked,Surfing,M,47,N
2015.0,Unprovoked,Surfing,M,25,N
2015.0,Unprovoked,Surfing,M,40,N
2015.0,Unprovoked,Surfing,M,45,N
2015.0,Unprovoked,Surfing,M,34,N
2015.0,Unprovoked,Surfing,M,38,N
2015.0,Unprovoked,Surfing,M,52,N
2015.0,Unprovoked,Swimming,M,68,N
2015.0,Unprovoked,Surfing,M,,N
2015.0,Unprovoked,Swimming,M,18,N
2015.0,Unprovoked,Surfing,M,23,N
2015.0,Provoked,Swimming,M,19,N
2015.0,Unprovoked,Swimming,M,6,N
2015.0,Invalid,Surfing,F,37,N
2015.0,Unprovoked,Swimming,M,10,N
2015.0,Unprovoked,Surfing,M,47,N
2015.0,Unprovoked,Swimming,F,13,N
2015.0,Unprovoked,Surfing,M,18,N
2015.0,Unprovoked,Snorkeling,M,50,Y
2015.0,Unprovoked,Swimming,M,,N
2015.0,Unprovoked,Surfing,M,,N
2015.0,Unprovoked,Diving,M,29,N
2015.0,Unprovoked,Snorkeling,F,65,Y
2015.0,Unprovoked,Surfing,M,26,N
2015.0,Unprovoked,Surfing,M,13,Y
2015.0,Unprovoked,Swimming,M,52,Y
2015.0,Unprovoked,Swimming,F,22,Y
2015.0,Unprovoked,Surfing,M,41,Y
2015.0,Unprovoked,Surfing,M,35,N
2015.0,Unprovoked,Surfing,M,,N
2015.0,Unprovoked,Snorkeling,F,34,N
2015.0,Unprovoked,Surfing,M,15,N
2014.0,Unprovoked,Surfing,M,50,N
2014.0,Unprovoked,Surfing,M,13,N
2014.0,Unprovoked,Surfing,M,44,N
2014.0,Unprovoked,Snorkeling,M,53,N
2014.0,Unprovoked,Surfing,M,,N
2014.0,Unprovoked,Surfing,M,18,N
2014.0,Unprovoked,Surfing,F,34,N
2014.0,Provoked,Surfing,M,20,N
2014.0,Unprovoked,Surfing,M,,N
2014.0,Unprovoked,Surfing,F,13,N
2014.0,Unprovoked,Surfing,M,29,N
2014.0,Unprovoked,Surfing,M,15,N
2014.0,Unprovoked,Surfing,M,28,N
2014.0,Unprovoked,Surfing,M,23,N
2014.0,Unprovoked,Surfing,M,,N
2014.0,Unprovoked,Swimming,M,50,Y
2014.0,Unprovoked,Surfing,M,17,N
2014.0,Unprovoked,Swimming,F,30s,N
2014.0,Unprovoked,Surfing,M,29,N
2014.0,Unprovoked,Swimming,F,10,N
2014.0,Unprovoked,Swimming,M,7,N
2014.0,Unprovoked,Swimming,F,45,N
2014.0,Unprovoked,Surfing,M,50s,N
2014.0,Unprovoked,Surfing,M,20,N
2014.0,Unprovoked,Swimming,M,Teen,N
2014.0,Unprovoked,Surfing,M,51,N
2014.0,Unprovoked,Swimming,M,61,N
2014.0,Unprovoked,Swimming,M,39,N
2014.0,Unprovoked,Surfing,M,14,N
2014.0,Provoked,Swimming,M,,N
2014.0,Unprovoked,Surfing,M,,N
2014.0,Unprovoked,Surfing,M,,N
2014.0,Unprovoked,Surfing,M,43,N
2014.0,Unprovoked,Swimming,F,22,N
2014.0,Unprovoked,Surfing,M,,N
2014.0,Unprovoked,Surfing,M,35,N
2014.0,Unprovoked,Swimming,F,40,N
2014.0,Unprovoked,Surfing,M,23,N
2014.0,Unprovoked,Swimming,M,42,N
2014.0,Unprovoked,Surfing,M,teen,N
2014.0,Unprovoked,Surfing,M,teen,N
2014.0,Unprovoked,Swimming,F,63,Y
2014.0,Unprovoked,Swimming,M,66,Y
2014.0,Unprovoked,Surfing,M,9,N
2014.0,Unprovoked,Surfing,M,42,N
2014.0,Unprovoked,Swimming,M,,N
2014.0,Unprovoked,Surfing,M,21,N
2014.0,Unprovoked,Surfing,M,28,N
2013.0,Unprovoked,Snorkeling,M,37,N
2013.0,Unprovoked,Surfing,M,19,N
2013.0,Unprovoked,Surfing,M,30,N
2013.0,Unprovoked,Surfing,M,26,N
2013.0,Unprovoked,Snorkeling,F,58,N
2013.0,Unprovoked,Surfing,M,35,Y
2013.0,Unprovoked,Surfing,M,25,N
2013.0,Unprovoked,Surfing,M,,N
2013.0,Unprovoked,Surfing,M,,N
2013.0,Unprovoked,Snorkeling,F,60,N
2013.0,Unprovoked,Surfing,M,41,N
2013.0,Unprovoked,Surfing,M,25,N
2013.0,Unprovoked,Surfing,M,45,N
2013.0,Unprovoked,Surfing,M,50,N
2013.0,Unprovoked,Diving,M,27,N
2013.0,Unprovoked,Swimming,M,45,N
2013.0,Unprovoked,Surfing,M,,N
2013.0,Unprovoked,Swimming,M,21,N
2013.0,Unprovoked,Surfing,F,13,N
2013.0,Provoked,Surfing,M,43,N
2013.0,Unprovoked,Swimming,M,17,N
2013.0,Unprovoked,Swimming,M,,N
2013.0,Unprovoked,Surfing,M,16,N
2013.0,Unprovoked,Surfing,F,,N
2013.0,Unprovoked,Snorkeling,F,20,Y
2013.0,Unprovoked,Surfing,M,10,N
2013.0,Unprovoked,Snorkeling,F,56,N
2013.0,Unprovoked,Swimming,M,32,N
2013.0,Unprovoked,Surfing,M,18,N
2013.0,Unprovoked,Diving,M,50,N
2013.0,Unprovoked,Swimming,F,18,Y
2013.0,Unprovoked,Swimming,M,33,Y
2013.0,Unprovoked,Swimming,M,,N
2013.0,Unprovoked,Swimming,M,14,N
2013.0,Unprovoked,Swimming,M,28,N
2013.0,Unprovoked,Swimming,M,15,N
2013.0,Unprovoked,Surfing,M,,N
2013.0,Unprovoked,Surfing,F,,N
2013.0,Unprovoked,Surfing,M,,N
2013.0,Unprovoked,Diving,M,32,N
2013.0,Unprovoked,Swimming,M,11,N
2013.0,Unprovoked,Surfing,M,29,N
2013.0,Unprovoked,Surfing,M,16,N
2013.0,Unprovoked,Swimming,F,34,N
2013.0,Unprovoked,Surfing,M,21,N
2013.0,Unprovoked,Swimming,M,50,N
2013.0,Unprovoked,Surfing,M,58,N
2013.0,Unprovoked,Snorkeling,F,,N
2013.0,Unprovoked,Surfing,M,,N
2013.0,Unprovoked,Swimming,M,39,N
2013.0,Unprovoked,Swimming,M,46,Y
2013.0,Unprovoked,Surfing,M,,N
2013.0,Unprovoked,Surfing,M,16,N
2013.0,Unprovoked,Surfing,M,,N
2013.0,Unprovoked,Surfing,M,43,N
2012.0,Unprovoked,Swimming,M,,N
2012.0,Unprovoked,Surfing,M,23,N
2012.0,Unprovoked,Swimming,M,20,Y
2012.0,Unprovoked,Surfing,M,32,N
2012.0,Unprovoked,Surfing,M,60,N
2012.0,Unprovoked,Snorkeling,M,61,N
2012.0,Unprovoked,Swimming,M,32,Y
2012.0,Unprovoked,Surfing,M,14,N
2012.0,Unprovoked,Diving,M,30,N
2012.0,Unprovoked,Surfing,M,43,N
2012.0,Unprovoked,Surfing,M,25,N
2012.0,Unprovoked,Swimming,F,51,N
2012.0,Unprovoked,Surfing,M,39,Y
2012.0,Unprovoked,Surfing,M,24,N
2012.0,Unprovoked,Bathing,F,38,N
2012.0,Unprovoked,Surfing,M,21,N
2012.0,Unprovoked,Surfing,M,22,N
2012.0,Unprovoked,Surfing,M,52,N
2012.0,Unprovoked,Swimming,F,29,N
2012.0,Unprovoked,Surfing,M,25,N
2012.0,Unprovoked,Swimming,M,,N
2012.0,Unprovoked,Surfing,M,30s,N
2012.0,Unprovoked,Surfing,M,37,N
2012.0,Unprovoked,Surfing,M,32,N
2012.0,Unprovoked,Surfing,M,34,N
2012.0,Unprovoked,Swimming,M,18,Y
2012.0,Unprovoked,Surfing,M,39,N
2012.0,Unprovoked,Surfing,M,17,N
2012.0,Unprovoked,Surfing,M,48,N
2012.0,Unprovoked,Surfing,M,44,N
2012.0,Unprovoked,Surfing,M,22,Y
2012.0,Unprovoked,Surfing,M,24,Y
2012.0,Unprovoked,Swimming,F,43,N
2012.0,Unprovoked,Surfing,M,29,N
2012.0,Unprovoked,Swimming,M,6,N
2012.0,Unprovoked,Surfing,M,26,N
2012.0,Unprovoked,Surfing,M,,N
2012.0,Unprovoked,Swimming,M,12,N
2012.0,Unprovoked,Swimming,F,18,N
2012.0,Unprovoked,Swimming,M,,N
2012.0,Unprovoked,Swimming,M,16,N
2012.0,Unprovoked,Surfing,M,42,N
2012.0,Unprovoked,Surfing,F,12,N
2012.0,Unprovoked,Surfing,M,22,N
2012.0,Unprovoked,Swimming,F,47,N
2012.0,Unprovoked,Surfing,M,28,N
2012.0,Unprovoked,Surfing,M,28,N
2012.0,Unprovoked,Surfing,M,21,N
2012.0,Unprovoked,Surfing,M,20,N
2012.0,Unprovoked,Surfing,M,61,N
2012.0,Unprovoked,Surfing,F,15,N
2012.0,Unprovoked,Surfing,M,17,N
2012.0,Unprovoked,Surfing,M,,N
2012.0,Unprovoked,Surfing,M,29,N
2012.0,Unprovoked,Snorkeling,M,26,N
2012.0,Unprovoked,Surfing,M,44,N
2012.0,Unprovoked,Swimming,M,25,Y
2012.0,Unprovoked,Surfing,M,53,N
2012.0,Unprovoked,Surfing,M,28,N
2011.0,Unprovoked,Surfing,M,23,N
2011.0,Unprovoked,Surfing,M,27,N
2011.0,Unprovoked,Surfing,M,51,N
2011.0,Unprovoked,Surfing,M,14,N
2011.0,Unprovoked,Surfing,F,,N
2011.0,Unprovoked,Surfing,M,63,N
2011.0,Unprovoked,Surfing,M,18,N
2011.0,Unprovoked,Swimming,M,10,N
2011.0,Unprovoked,Surfing,M,35,N
2011.0,Unprovoked,Surfing,M,27,N
2011.0,Unprovoked,Surfing,M,26,N
2011.0,Unprovoked,Diving,M,32,Y
2011.0,Unprovoked,Surfing,M,41,N
2011.0,Unprovoked,Diving,M,50,N
2011.0,Unprovoked,Surfing,M,,N
2011.0,Unprovoked,Surfing,M,,N
2011.0,Unprovoked,Swimming,M,64,Y
2011.0,Unprovoked,Swimming,M,43,N
2011.0,Unprovoked,Swimming,M,17,Y
2011.0,Unprovoked,Surfing,M,25,N
2011.0,Unprovoked,Surfing,M,37,N
2011.0,Unprovoked,Surfing,M,19,N
2011.0,Unprovoked,Surfing,M,19,N
2011.0,Unprovoked,Surfing,M,21,N
2011.0,Unprovoked,Surfing,M,49,Y
2011.0,Unprovoked,Swimming,M,16,N
2011.0,Unprovoked,Swimming,M,25,N
2011.0,Unprovoked,Surfing,M,32,N
2011.0,Unprovoked,Swimming,M,54,N
2011.0,Unprovoked,Diving,M,36,Y
2011.0,Unprovoked,Surfing,M,29,N
2011.0,Unprovoked,Swimming,M,12,N
2011.0,Unprovoked,Surfing,M,16,N
2011.0,Unprovoked,Snorkeling,M,28,N
2011.0,Unprovoked,Surfing,M,21,N
2011.0,Unprovoked,Surfing,M,,N
2011.0,Unprovoked,Surfing,M,15,Y
2011.0,Unprovoked,Snorkeling,F,,N
2011.0,Unprovoked,Surfing,M,33,N
2011.0,Unprovoked,Surfing,F,,N
2011.0,Unprovoked,Surfing,M,37,N
2011.0,Unprovoked,Surfing,M,41,N
2011.0,Unprovoked,Surfing,M,,N
2011.0,Unprovoked,Diving,M,27,N
2011.0,Unprovoked,Swimming,F,,N
2011.0,Unprovoked,Surfing,M,48,N
2011.0,Unprovoked,Swimming,M,46,N
2011.0,Unprovoked,Surfing,M,,N
2011.0,Unprovoked,Surfing,M,32,N
2011.0,Unprovoked,Snorkeling,M,58,N
2011.0,Unprovoked,Swimming,F,38,N
2011.0,Unprovoked,Surfing,M,16,Y
2010.0,Unprovoked,Surfing,M,,N
2010.0,Unprovoked,Surfing,M,46,N
2010.0,Unprovoked,Snorkeling,F,70,Y
2010.0,Unprovoked,Surfing,M,,N
2010.0,Unprovoked,Snorkeling,M,54,N
2010.0,Unprovoked,Snorkeling,M,46,N
2010.0,Unprovoked,Snorkeling,F,70,N
2010.0,Unprovoked,Snorkeling,F,48,N
2010.0,Provoked,Snorkeling,M,33,N
2010.0,Unprovoked,Diving,M,21,Y
2010.0,Unprovoked,Surfing,M,,N
2010.0,Unprovoked,Snorkeling,F,20,N
2010.0,Unprovoked,Surfing,M,,N
2010.0,Unprovoked,Snorkeling,F,,N
2010.0,Unprovoked,Surfing,M,22,N
2010.0,Unprovoked,Snorkeling,M,,N
2010.0,Unprovoked,Surfing,F,,N
2010.0,Unprovoked,Surfing,M,Teen,N
2010.0,Unprovoked,Surfing,M,29,N
2010.0,Unprovoked,Surfing,M,18,N
2010.0,Unprovoked,Swimming,M,29,Y
2010.0,Unprovoked,Surfing,M,15,N
2010.0,Unprovoked,Swimming,M,27,N
2010.0,Unprovoked,Surfing,M,,N
2010.0,Unprovoked,Surfing,M,24,N
2010.0,Unprovoked,Surfing,M,24,N
2010.0,Unprovoked,Surfing,M,31,Y
2010.0,Unprovoked,Swimming,F,16,N
